,START,DUR,LABEL,LABEL_NUM,DUR_TRANS
186,242.112,0.879,CHILD,1,0.879
187,242.774,0.324,ADULT,-1,-0.324
188,243.095,1.51,CHILD,1,1.51
189,245.243,4.769,ADULT,-1,-4.769
190,248.824,1.261,ADULT,-1,-1.261
191,250.054,2.184,CHILD,1,2.184
192,250.145,1.227,CHILD,1,1.227
193,252.99200000000002,0.935,CHILD,1,0.935
196,254.50400000000002,1.4880000000000002,ADULT,-1,-1.4880000000000002
197,255.012,2.0269999999999997,ADULT,-1,-2.0269999999999997
198,256.816,5.5920000000000005,ADULT,-1,-5.5920000000000005
200,264.01099999999997,1.9809999999999999,ADULT,-1,-1.9809999999999999
201,265.29400000000004,2.217,ADULT,-1,-2.217
202,266.382,0.11,ADULT,-1,-0.11
203,267.541,0.8540000000000001,ADULT,-1,-0.8540000000000001
204,267.658,0.418,ADULT,-1,-0.418
205,270.39,1.188,ADULT,-1,-1.188
